City,Neighborhood,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Condition,Price
New York,Downtown,2499.0,3,3,2002,1,No,9.47,Fair,637000.0
New York,Downtown,3848.0,5,2,2002,1,No,8.32,Excellent,741900.0
Phoenix,Urban,2950.0,2,3,1950,1,Yes,4.32,Excellent,525700.0
Phoenix,Downtown,1796.0,5,3,1951,1,No,15.57,Fair,382400.0
Los Angeles,Urban,4090.0,2,2,2007,0,Yes,5.03,Excellent,699100.0
Chicago,Urban,2075.0,2,3,1968,1,No,18.68,Good,385200.0
Chicago,Urban,2232.0,2,2,2011,3,Yes,5.08,Fair,451800.0
Houston,Rural,2774.0,2,1,2021,2,No,17.51,Excellent,490200.0
Los Angeles,Rural,2499.0,2,1,1961,1,Yes,24.87,Excellent,578700.0
Los Angeles,Downtown,3183.0,4,2,1975,0,No,1.75,Excellent,582500.0
Los Angeles,Downtown,2832.0,5,2,1976,3,Yes,12.88,Fair,545400.0
Los Angeles,Rural,2871.0,4,2,1978,3,Yes,14.1,Fair,520700.0
Chicago,Suburb,2535.0,4,2,1964,2,Yes,23.84,Good,483100.0
Chicago,Rural,2947.0,1,1,1995,3,Yes,14.3,Good,478000.0
Los Angeles,Urban,517.375,1,3,1950,3,No,17.24,Fair,119400.0
Houston,Rural,2263.0,1,3,2009,3,Yes,23.84,Excellent,394100.0
New York,Urban,2693.0,3,1,2006,3,No,17.01,Good,492400.0
New York,Downtown,1579.0,1,3,1952,0,No,11.07,Good,304500.0
Houston,Suburb,2499.0,5,1,1967,2,Yes,3.03,Good,586700.0
Los Angeles,Downtown,2336.0,4,3,2001,1,Yes,22.03,Good,463000.0
Chicago,Urban,3904.0,5,2,2009,3,Yes,26.2,Poor,721300.0
New York,Urban,3758.0,1,2,1983,0,Yes,29.12,Excellent,589100.0
Phoenix,Urban,2127.0,3,2,2009,2,No,27.83,Fair,387200.0
Phoenix,Suburb,2379.0,3,1,1975,1,No,24.02,Poor,401700.0
Houston,Rural,2441.0,4,1,2021,2,No,19.48,Excellent,477800.0
Los Angeles,Downtown,2139.0,5,3,1968,0,No,23.55,Excellent,436300.0
New York,Downtown,2656.0,2,3,1971,0,Yes,13.25,Excellent,482000.0
Los Angeles,Rural,1893.0,5,3,1982,0,No,18.05,Excellent,431800.0
New York,Downtown,1596.0,1,1,1986,3,Yes,10.79,Good,321700.0
Houston,Suburb,2998.0,2,3,1984,0,Yes,10.14,Excellent,544900.0
Houston,Downtown,2499.0,3,2,2016,1,No,22.82,Poor,524000.0
Phoenix,Urban,1857.0,4,3,1959,3,No,13.89,Good,399200.0
Los Angeles,Rural,3216.0,4,2,1964,2,No,6.76,Good,591600.0
Phoenix,Suburb,1995.0,3,1,1960,1,No,6.46,Poor,407700.0
Los Angeles,Rural,2703.0,1,2,1973,3,No,25.85,Good,420800.0
Phoenix,Suburb,3156.0,3,2,1953,0,No,20.49,Good,537200.0
Chicago,Urban,2473.0,1,2,1962,2,Yes,16.61,Good,416100.0
Chicago,Rural,2864.0,2,1,2022,0,Yes,12.33,Poor,516300.0
Chicago,Downtown,2499.0,3,1,2006,1,Yes,13.21,Excellent,423500.0
Chicago,Suburb,2343.0,1,1,1986,1,No,2.19,Fair,423100.0
New York,Rural,2335.0,2,1,1997,3,Yes,13.92,Good,449100.0
Chicago,Downtown,1903.0,3,3,2020,1,Yes,23.97,Excellent,397300.0
Houston,Rural,2359.0,4,1,1950,2,Yes,11.95,Good,457400.0
Houston,Rural,1261.0,3,2,1986,3,Yes,11.82,Fair,291000.0
New York,Rural,2107.0,5,1,1961,2,Yes,0.96,Poor,477300.0
Chicago,Suburb,2272.0,3,3,1970,0,Yes,14.01,Good,435600.0
Chicago,Downtown,2295.0,5,3,1960,2,No,1.25,Excellent,527000.0
Chicago,Urban,2307.0,2,3,1993,2,No,17.33,Excellent,444300.0
Phoenix,Suburb,2451.0,3,2,2007,1,No,15.45,Good,469300.0
Los Angeles,Suburb,2884.0,2,1,1993,0,Yes,25.28,Fair,494000.0
Phoenix,Suburb,3200.0,2,1,1983,1,No,17.66,Fair,529000.0
Los Angeles,Urban,1980.0,1,1,1974,0,No,10.04,Fair,357400.0
Chicago,Downtown,1537.0,2,2,1953,0,Yes,15.73,Fair,289300.0
Chicago,Downtown,1666.0,2,2,2013,2,No,21.14,Fair,316500.0
Phoenix,Downtown,2110.0,3,3,1965,1,Yes,3.27,Fair,440300.0
Phoenix,Rural,2218.0,3,3,1959,2,No,18.82,Good,418100.0
Los Angeles,Rural,1884.0,4,1,2015,2,Yes,27.54,Fair,361400.0
Houston,Rural,1463.0,1,2,1984,2,Yes,9.32,Good,284300.0
Los Angeles,Urban,2499.0,2,2,1955,0,No,18.99,Excellent,373800.0
Phoenix,Rural,2645.0,1,1,1968,1,Yes,24.73,Good,367500.0
Phoenix,Urban,2976.0,5,1,2008,1,No,15.6,Good,579700.0
New York,Downtown,2054.0,2,3,2002,2,Yes,21.68,Good,399900.0
Phoenix,Rural,2170.0,1,3,1957,0,No,9.67,Fair,409400.0
New York,Rural,1759.0,4,3,1959,1,No,9.53,Poor,368700.0
Houston,Suburb,2475.0,4,1,2016,3,Yes,20.19,Poor,456600.0
Los Angeles,Urban,1821.0,2,1,1987,1,No,21.31,Fair,320200.0
Los Angeles,Downtown,2959.0,5,3,1978,2,No,28.14,Good,548900.0
New York,Suburb,1071.0,4,3,1964,3,No,7.13,Excellent,273500.0
Los Angeles,Suburb,2212.0,4,2,1972,0,Yes,14.31,Excellent,431000.0
Phoenix,Downtown,2741.0,5,2,1995,3,Yes,7.89,Poor,555500.0
Chicago,Suburb,2499.0,1,3,1977,3,No,2.86,Excellent,467600.0
New York,Urban,4462.375,4,3,1975,2,No,12.4,Fair,808500.0
Los Angeles,Urban,2780.0,3,2,1959,1,Yes,11.54,Excellent,499600.0
New York,Rural,2499.0,4,3,1996,0,Yes,8.48,Fair,376900.0
New York,Suburb,2424.0,1,2,1953,3,No,9.26,Poor,387600.0
Chicago,Rural,1079.0,1,2,1986,2,Yes,11.13,Fair,230700.0
Phoenix,Suburb,2436.0,2,2,2015,1,Yes,29.67,Excellent,444100.0
New York,Urban,1834.0,3,1,2016,3,No,23.6,Fair,359900.0
Los Angeles,Urban,3232.0,1,1,1956,2,Yes,2.61,Fair,548900.0
Houston,Urban,2060.0,5,3,1986,2,Yes,26.24,Excellent,414400.0
New York,Suburb,2407.0,3,2,1986,2,Yes,19.18,Excellent,419600.0
New York,Urban,1992.0,3,1,2023,0,No,26.77,Poor,369900.0
Chicago,Suburb,3891.0,5,3,1968,1,Yes,10.58,Good,742000.0
Phoenix,Rural,2243.0,4,3,1977,3,No,14.2,Fair,469100.0
Houston,Suburb,3966.0,5,3,1977,1,Yes,26.94,Fair,692400.0
Los Angeles,Rural,3151.0,5,3,1968,1,Yes,8.54,Good,639600.0
Houston,Suburb,2886.0,4,3,1969,3,No,27.51,Good,524200.0
Los Angeles,Rural,2795.0,4,2,1962,1,No,24.94,Good,510000.0
Phoenix,Urban,2815.0,4,3,1992,0,No,29.43,Good,513300.0
Los Angeles,Rural,958.0,4,2,1960,3,No,10.07,Good,228400.0
Chicago,Urban,2277.0,4,1,1997,3,Yes,7.45,Good,470800.0
Chicago,Urban,3176.0,5,3,1964,2,No,10.26,Good,627900.0
Chicago,Rural,2461.0,2,1,1966,1,No,28.66,Good,369100.0
Chicago,Suburb,1376.0,2,2,2003,3,No,10.33,Fair,285200.0
Houston,Suburb,2458.0,1,2,1999,3,Yes,17.17,Good,432200.0
Phoenix,Downtown,3863.0,2,1,1977,0,Yes,12.41,Good,639200.0
Los Angeles,Suburb,3498.0,2,3,1953,2,No,12.19,Good,607300.0
Los Angeles,Downtown,2450.0,5,3,1971,3,No,6.2,Good,515700.0
Chicago,Suburb,3261.0,4,1,1988,0,No,16.34,Fair,604800.0
Chicago,Suburb,2207.0,4,1,1983,3,No,25.56,Good,402800.0
New York,Urban,2499.0,5,1,1993,3,Yes,1.96,Fair,280600.0
Phoenix,Downtown,1760.0,2,3,1991,3,No,26.73,Excellent,330600.0
Houston,Suburb,3750.0,5,3,1989,0,Yes,20.13,Good,708800.0
Los Angeles,Downtown,2281.0,1,3,1961,1,No,18.69,Fair,392700.0
New York,Urban,2305.0,4,1,1951,3,No,18.96,Good,409900.0
New York,Urban,2260.0,3,3,1977,3,Yes,9.24,Excellent,422700.0
Los Angeles,Downtown,4023.0,1,2,2023,1,No,12.75,Fair,667700.0
Houston,Urban,3801.0,1,1,2016,3,No,24.08,Good,594700.0
New York,Rural,4275.0,5,3,2020,2,No,9.54,Good,805300.0
New York,Rural,2373.0,2,1,2021,3,No,14.37,Good,439900.0
Phoenix,Urban,2736.0,4,2,1959,2,Yes,1.08,Fair,530700.0
Houston,Rural,1287.0,3,2,2006,1,No,22.14,Good,300500.0
New York,Suburb,3682.0,1,1,1986,0,No,12.82,Excellent,589300.0
Houston,Downtown,1566.0,3,1,2013,1,Yes,16.0,Excellent,340600.0
Los Angeles,Suburb,2673.0,2,2,1989,3,No,3.88,Good,498900.0
Chicago,Downtown,1622.0,2,1,2009,2,Yes,29.76,Excellent,285200.0
New York,Urban,2029.0,3,2,1997,0,No,9.42,Good,401800.0
Phoenix,Suburb,1830.0,4,2,1968,3,No,19.23,Good,347800.0
Los Angeles,Urban,2014.0,2,3,1986,0,No,17.65,Good,399200.0
Houston,Urban,2069.0,3,1,1982,0,Yes,23.66,Fair,392300.0
Los Angeles,Downtown,2061.0,1,1,1993,3,Yes,9.17,Good,353400.0
New York,Downtown,3167.0,3,3,1986,1,No,22.8,Good,556200.0
Houston,Downtown,1616.0,3,2,1985,3,Yes,11.78,Excellent,336800.0
Chicago,Suburb,2676.0,5,1,1970,3,No,12.63,Good,540700.0
Los Angeles,Rural,3474.0,2,3,1951,1,Yes,20.35,Good,590700.0
New York,Downtown,2089.0,4,3,1980,2,No,23.64,Fair,437300.0
Phoenix,Downtown,1926.0,4,1,1979,3,Yes,20.17,Fair,341400.0
Houston,Suburb,2316.0,5,3,1993,0,No,27.05,Fair,460400.0
Los Angeles,Downtown,3444.0,4,2,1961,3,Yes,8.91,Good,615400.0
Los Angeles,Suburb,2655.0,3,3,1986,3,Yes,27.07,Fair,504200.0
Chicago,Urban,2075.0,5,2,1998,0,Yes,4.36,Good,479400.0
Chicago,Downtown,2887.0,1,2,1973,1,Yes,19.96,Fair,483500.0
Phoenix,Downtown,1618.0,2,1,1986,2,No,16.66,Good,260700.0
Phoenix,Urban,3045.0,2,3,2009,2,No,15.09,Excellent,570700.0
New York,Urban,2827.0,2,2,1960,0,Yes,9.67,Good,502600.0
New York,Urban,2254.0,3,2,1962,1,No,15.36,Fair,402500.0
Phoenix,Downtown,1829.0,1,3,2021,3,Yes,5.27,Good,374400.0
Phoenix,Rural,1791.0,5,2,2023,3,No,11.39,Fair,412000.0
Houston,Rural,2928.0,5,3,2021,3,Yes,3.41,Fair,624400.0
Chicago,Rural,3483.0,2,1,2013,3,No,17.37,Fair,594000.0
New York,Downtown,1990.0,1,2,1969,3,No,3.33,Fair,385400.0
Chicago,Urban,2867.0,1,2,2021,0,Yes,5.23,Fair,504000.0
Chicago,Downtown,830.0,1,3,2022,3,Yes,3.02,Fair,225400.0
Phoenix,Urban,2032.0,4,3,2020,3,Yes,11.75,Fair,437800.0
Houston,Downtown,2475.0,4,3,1977,1,Yes,25.34,Good,483600.0
Los Angeles,Downtown,1772.0,2,3,1951,3,Yes,27.25,Excellent,286200.0
Houston,Urban,1751.0,1,2,1992,2,No,2.62,Excellent,344100.0
Houston,Rural,1966.0,1,1,1957,0,Yes,19.22,Poor,289600.0
Chicago,Urban,2734.0,5,1,1962,0,No,20.69,Good,503400.0
Houston,Suburb,2350.0,5,1,1984,0,Yes,16.25,Excellent,482300.0
New York,Suburb,709.0,2,1,1972,2,No,20.18,Fair,137300.0
Chicago,Urban,803.0,1,3,1995,3,No,7.39,Excellent,209500.0
New York,Downtown,2015.0,2,2,1964,0,Yes,14.94,Good,349000.0
Los Angeles,Suburb,2866.0,5,2,1951,2,Yes,12.03,Excellent,547700.0
Chicago,Suburb,517.375,5,2,2010,1,No,3.15,Excellent,188600.0
Los Angeles,Downtown,2100.0,4,3,2013,3,No,18.95,Good,457200.0
Chicago,Downtown,2079.0,2,2,2001,2,Yes,15.11,Good,383900.0
Phoenix,Rural,3611.0,2,3,1985,3,No,8.62,Fair,636800.0
Houston,Downtown,2192.0,1,2,2016,1,No,14.47,Fair,396900.0
Phoenix,Urban,2806.0,1,1,2018,2,No,23.37,Good,426700.0
Los Angeles,Urban,2613.0,4,3,2016,3,No,24.15,Fair,504300.0
Houston,Rural,796.0,3,2,1996,2,No,19.66,Fair,208100.0
Chicago,Suburb,3115.0,3,1,1951,0,No,14.3,Fair,524800.0
Houston,Suburb,2672.0,3,1,1993,3,Yes,17.48,Excellent,508000.0
New York,Downtown,2907.0,2,1,2013,2,Yes,11.86,Poor,530700.0
Houston,Urban,4462.375,2,3,1977,0,Yes,4.23,Fair,813550.0
New York,Suburb,833.0,5,3,2003,1,Yes,11.88,Good,270400.0
Houston,Rural,3880.0,2,2,2023,3,No,16.14,Good,661800.0
New York,Rural,2270.0,2,1,2016,3,Yes,18.17,Fair,415000.0
Los Angeles,Urban,2730.0,2,2,1985,1,No,28.11,Excellent,454900.0
Phoenix,Rural,2464.0,4,2,2012,0,No,23.43,Good,495900.0
Chicago,Rural,2161.0,2,1,1974,1,Yes,4.98,Good,395200.0
Houston,Urban,2044.0,1,2,1997,3,Yes,5.64,Poor,383600.0
Phoenix,Downtown,2764.0,1,3,1988,2,No,3.46,Good,529000.0
Chicago,Downtown,1286.0,5,2,1996,0,Yes,22.28,Excellent,297900.0
Chicago,Rural,3100.0,4,1,1970,0,Yes,21.33,Fair,566300.0
New York,Downtown,2167.0,1,3,1979,0,No,29.6,Fair,369900.0
Los Angeles,Downtown,1596.0,4,3,1980,1,No,15.9,Poor,409100.0
Los Angeles,Rural,2140.0,4,2,1975,1,No,24.88,Excellent,396200.0
Phoenix,Downtown,3506.0,5,2,1971,2,No,17.5,Poor,668800.0
Los Angeles,Rural,2072.0,4,3,1970,2,No,26.29,Excellent,408200.0
Houston,Suburb,2787.0,2,2,1950,0,No,21.77,Fair,454700.0
Los Angeles,Urban,1915.0,4,1,1986,2,Yes,19.47,Good,378900.0
Phoenix,Urban,3106.0,5,2,1995,1,Yes,17.17,Good,598900.0
Los Angeles,Downtown,3048.0,5,2,1958,2,Yes,21.83,Fair,548900.0
Houston,Downtown,3979.0,5,3,1966,1,No,12.88,Good,735100.0
New York,Downtown,2360.0,1,2,1996,2,No,3.35,Fair,437900.0
Phoenix,Urban,3035.0,2,2,2008,3,Yes,1.68,Poor,557500.0
New York,Suburb,2578.0,1,2,2003,1,Yes,14.63,Excellent,455000.0
New York,Suburb,3537.0,3,1,1961,3,Yes,18.18,Poor,583300.0
New York,Urban,1925.0,2,2,2013,1,No,2.83,Good,404500.0
Chicago,Suburb,3096.0,4,1,1955,2,Yes,8.96,Fair,562000.0
Chicago,Urban,2344.0,5,1,2002,3,Yes,10.0,Fair,492400.0
New York,Suburb,2449.0,3,1,1965,2,Yes,17.1,Good,408400.0
Phoenix,Rural,2573.0,2,1,1954,1,No,8.72,Good,455000.0
Houston,Rural,2702.0,1,3,2022,3,Yes,3.32,Fair,499700.0
Houston,Urban,2407.0,5,1,1995,0,Yes,5.36,Good,498000.0
Los Angeles,Suburb,2672.0,1,2,1963,2,No,5.63,Fair,449400.0
Phoenix,Downtown,3762.0,2,1,1993,1,No,25.36,Excellent,604200.0
Chicago,Suburb,3288.0,2,2,2012,3,No,8.89,Fair,587800.0
New York,Rural,3195.0,3,1,2001,2,No,21.58,Fair,559400.0
Los Angeles,Rural,2136.0,4,3,1975,3,No,17.25,Good,437100.0
Houston,Suburb,1789.0,1,1,2002,2,Yes,29.32,Poor,277800.0
Chicago,Suburb,3264.0,3,1,1978,2,Yes,8.55,Fair,547500.0
Chicago,Downtown,3201.0,5,3,1968,2,No,5.17,Fair,650100.0
New York,Downtown,3678.0,4,1,1996,3,No,2.04,Excellent,686400.0
Houston,Suburb,2017.0,3,2,1957,3,No,7.61,Excellent,407700.0
Phoenix,Suburb,2316.0,1,1,1972,2,No,20.68,Good,362300.0
Chicago,Suburb,1188.0,2,1,1984,0,Yes,3.02,Good,262500.0
New York,Suburb,2186.0,5,1,2002,0,Yes,7.72,Good,456700.0
Phoenix,Urban,3297.0,1,3,2007,0,No,25.73,Good,538400.0
Houston,Suburb,2127.0,4,1,1954,1,No,17.7,Fair,389400.0
Chicago,Downtown,3012.0,4,1,1965,0,No,2.55,Excellent,576000.0
Phoenix,Rural,2348.0,2,2,1966,3,No,1.91,Fair,435300.0
Phoenix,Urban,2759.0,2,1,1981,0,Yes,2.3,Fair,491900.0
Phoenix,Suburb,1582.0,5,1,2001,3,No,28.29,Excellent,337900.0
Chicago,Rural,2568.0,5,1,1969,1,No,25.57,Good,471900.0
Chicago,Urban,517.375,2,1,2015,3,Yes,25.43,Poor,114750.0
Los Angeles,Rural,2350.0,2,2,1950,3,No,27.76,Poor,368800.0
Houston,Suburb,1196.0,4,2,2007,3,Yes,15.41,Good,301600.0
New York,Suburb,3465.0,2,3,1993,0,No,7.8,Good,630800.0
Phoenix,Downtown,3122.0,3,1,1955,2,No,12.34,Good,509500.0
Los Angeles,Suburb,2873.0,1,3,1999,3,Yes,21.71,Fair,494000.0
New York,Suburb,3717.0,2,3,2021,0,No,26.34,Excellent,658500.0
Los Angeles,Urban,1741.0,5,1,1969,0,Yes,13.34,Fair,366700.0
Chicago,Downtown,3898.0,3,2,1963,0,Yes,16.29,Good,645300.0
Phoenix,Urban,3246.0,5,2,1954,2,Yes,27.99,Good,582900.0
New York,Rural,2311.0,3,1,1990,2,No,3.67,Fair,450000.0
New York,Suburb,3408.0,2,1,1989,2,No,25.94,Fair,569700.0
New York,Rural,1615.0,1,2,1983,2,Yes,5.2,Excellent,317900.0
New York,Urban,1840.0,5,1,1994,1,No,14.77,Excellent,382300.0
New York,Suburb,2013.0,3,1,2020,2,No,6.94,Fair,396200.0
Los Angeles,Suburb,2077.0,4,1,2020,2,No,18.29,Excellent,430900.0
Phoenix,Urban,1655.0,2,2,1976,2,Yes,16.98,Fair,315600.0
Chicago,Urban,2499.0,1,3,1993,3,Yes,11.71,Good,596900.0
Chicago,Urban,2293.0,2,3,1982,3,No,25.97,Poor,408600.0
Chicago,Urban,2782.0,4,1,1982,2,Yes,19.96,Excellent,508000.0
Chicago,Urban,2044.0,1,2,1993,1,No,21.78,Poor,353100.0
Los Angeles,Suburb,1044.0,4,1,1969,3,No,4.94,Good,241600.0
Houston,Urban,2716.0,2,2,1985,0,No,26.55,Good,473100.0
Phoenix,Suburb,970.0,3,1,1956,3,Yes,5.43,Fair,244900.0
New York,Suburb,2445.0,2,2,1981,0,Yes,7.07,Good,478300.0
Houston,Urban,1405.0,2,2,2016,3,No,4.28,Poor,342100.0
Chicago,Urban,4090.0,2,3,1988,2,Yes,13.49,Good,724900.0
Houston,Downtown,3229.0,5,1,1973,3,No,26.69,Fair,566200.0
Phoenix,Suburb,2585.0,4,3,2019,2,Yes,7.95,Good,548900.0
New York,Urban,3511.0,4,3,2003,2,Yes,11.53,Excellent,685600.0
New York,Urban,2499.0,4,2,1987,3,Yes,25.46,Fair,337000.0
Phoenix,Urban,2935.0,5,1,2023,0,No,18.73,Poor,564000.0
Phoenix,Downtown,2660.0,3,2,1981,0,No,22.67,Good,446600.0
Chicago,Downtown,2711.0,2,2,1994,3,No,6.81,Good,502200.0
New York,Rural,3518.0,3,2,2010,2,Yes,21.64,Excellent,636400.0
Houston,Suburb,3086.0,5,1,2019,0,No,7.21,Fair,611300.0
Los Angeles,Rural,2731.0,4,1,2002,1,No,29.63,Fair,475900.0
Los Angeles,Urban,1176.0,2,2,2000,2,No,17.02,Excellent,254600.0
Phoenix,Downtown,1732.0,1,1,2005,3,No,21.02,Excellent,299400.0
Chicago,Downtown,2402.0,1,2,1976,2,Yes,3.99,Good,435600.0
Los Angeles,Rural,2575.0,3,1,1987,1,Yes,7.89,Fair,458700.0
New York,Downtown,1596.0,4,1,2011,1,No,4.62,Fair,372300.0
Phoenix,Urban,4429.0,1,3,1967,0,Yes,12.01,Fair,729600.0
Houston,Downtown,3713.0,3,2,2013,1,Yes,8.88,Excellent,687900.0
Phoenix,Rural,2982.0,5,3,1979,2,Yes,22.12,Fair,574400.0
Houston,Urban,2558.0,3,3,1998,0,Yes,3.71,Good,547900.0
Phoenix,Rural,2330.0,3,2,1986,1,Yes,22.69,Good,428400.0
Phoenix,Downtown,1738.0,3,2,1962,0,No,1.85,Fair,358800.0
Phoenix,Rural,2562.0,2,1,1983,0,Yes,6.46,Fair,440800.0
Houston,Rural,2706.0,3,2,1974,3,No,23.86,Good,465500.0
Houston,Suburb,1507.0,3,3,2015,0,No,22.41,Fair,319700.0
Phoenix,Downtown,2767.0,2,3,1967,0,No,14.55,Fair,490100.0
Los Angeles,Downtown,2376.0,2,2,1954,1,Yes,1.97,Fair,462800.0
Chicago,Rural,974.0,5,3,1968,2,Yes,18.49,Excellent,254200.0
Chicago,Suburb,1812.0,4,1,1991,2,Yes,12.5,Excellent,354500.0
Chicago,Downtown,2499.0,1,3,1967,1,Yes,9.84,Good,388700.0
Houston,Urban,4010.0,1,1,1981,2,No,19.39,Good,605800.0
Houston,Rural,2945.0,3,3,1970,0,No,13.38,Good,528300.0
Los Angeles,Downtown,1432.0,5,1,1959,3,No,3.23,Good,345900.0
Chicago,Urban,2889.0,3,1,1986,0,Yes,27.52,Excellent,483500.0
Chicago,Downtown,1262.0,1,2,1998,0,No,23.47,Good,235900.0
Phoenix,Urban,3366.0,2,1,1962,3,No,2.16,Poor,583400.0
Houston,Rural,2123.0,4,2,2004,1,No,15.99,Excellent,456600.0
Chicago,Downtown,2425.0,5,3,1966,0,Yes,2.96,Good,529500.0
Los Angeles,Downtown,3561.0,2,3,1958,0,No,25.2,Fair,603800.0
Los Angeles,Suburb,2499.0,4,3,1993,1,No,18.58,Excellent,344400.0
Chicago,Rural,2499.0,5,1,1995,0,Yes,5.59,Fair,352500.0
Houston,Urban,2033.0,5,3,1957,0,No,1.11,Fair,469900.0
Los Angeles,Downtown,3331.0,1,3,1986,2,Yes,1.43,Good,597100.0
Phoenix,Downtown,1285.0,2,2,1968,1,No,15.47,Fair,256900.0
Los Angeles,Urban,517.375,5,2,2012,0,Yes,22.16,Good,192100.0
New York,Rural,2139.0,5,3,1995,0,Yes,4.06,Fair,503700.0
New York,Suburb,2941.0,4,3,2020,3,Yes,7.03,Fair,593400.0
Houston,Suburb,3460.0,1,1,1975,3,No,10.15,Good,594400.0
Chicago,Downtown,2129.0,3,1,1995,3,No,6.93,Good,410300.0
Houston,Urban,2171.0,1,3,1995,0,Yes,12.04,Fair,402000.0
Houston,Downtown,3423.0,3,2,1963,0,Yes,17.01,Excellent,576500.0
Houston,Urban,1004.0,2,3,2012,3,Yes,20.71,Good,248900.0
Houston,Suburb,2189.0,2,1,2021,2,Yes,28.93,Fair,399300.0
Phoenix,Rural,2652.0,5,2,1952,2,Yes,27.96,Fair,463500.0
Phoenix,Urban,2859.0,2,2,1977,2,Yes,17.32,Excellent,486500.0
Los Angeles,Suburb,2092.0,5,1,1978,2,Yes,22.16,Good,428200.0
New York,Downtown,2528.0,1,3,1967,1,Yes,28.55,Fair,392700.0
Houston,Urban,517.375,2,3,1984,3,Yes,2.96,Fair,194000.0
Los Angeles,Rural,1973.0,1,3,1996,0,Yes,0.67,Good,376100.0
New York,Downtown,2863.0,1,1,1954,3,Yes,1.38,Fair,482800.0
Chicago,Downtown,1714.0,2,2,2008,2,Yes,17.12,Good,336000.0
Phoenix,Suburb,2547.0,1,1,2008,0,No,23.0,Excellent,462800.0
New York,Urban,2857.0,2,3,1996,1,Yes,11.33,Fair,538100.0
Chicago,Downtown,2226.0,2,1,1962,3,No,16.58,Excellent,342200.0
New York,Rural,2636.0,2,2,1982,0,No,15.73,Excellent,461800.0
Phoenix,Urban,1730.0,3,1,2011,0,No,3.3,Excellent,383800.0
Phoenix,Rural,2335.0,1,3,1965,2,Yes,9.99,Excellent,409600.0
Los Angeles,Downtown,2988.0,4,2,1993,2,No,1.07,Excellent,583700.0
Houston,Rural,2626.0,2,1,2007,3,Yes,3.77,Good,476700.0
New York,Suburb,2031.0,1,1,1955,1,No,24.45,Good,314500.0
New York,Rural,2679.0,5,2,1964,0,Yes,24.97,Good,483100.0
Chicago,Urban,3072.0,2,2,1953,2,Yes,24.16,Excellent,488600.0
Phoenix,Rural,860.0,2,3,2005,3,No,21.94,Fair,226100.0
New York,Rural,3427.0,4,2,2013,2,No,23.9,Fair,613400.0
Phoenix,Suburb,2231.0,3,3,2017,3,Yes,20.29,Fair,437400.0
New York,Rural,2840.0,3,1,1983,2,No,20.26,Excellent,469300.0
Los Angeles,Rural,3458.0,2,3,2005,1,Yes,20.19,Good,613500.0
Houston,Downtown,1403.0,1,1,1981,0,Yes,15.66,Good,249000.0
New York,Downtown,1932.0,5,2,1958,2,Yes,11.22,Fair,428900.0
Phoenix,Urban,2269.0,5,1,2012,0,No,22.04,Good,453600.0
Los Angeles,Downtown,1873.0,1,2,2021,3,Yes,9.31,Poor,365600.0
New York,Downtown,3888.0,2,1,1982,1,Yes,16.52,Good,638800.0
Chicago,Downtown,1815.0,5,1,1970,0,Yes,13.28,Fair,362300.0
Houston,Downtown,2056.0,3,1,2004,2,Yes,8.66,Excellent,441400.0
New York,Suburb,2664.0,1,1,2006,0,No,29.25,Good,431800.0
Los Angeles,Downtown,1538.0,4,3,1951,0,No,8.13,Good,354100.0
Chicago,Suburb,2183.0,2,1,1962,3,No,9.62,Good,378800.0
Los Angeles,Suburb,2754.0,1,3,1953,1,No,5.27,Good,501900.0
Los Angeles,Downtown,2234.0,5,2,1999,1,Yes,24.78,Fair,454500.0
Chicago,Rural,2425.0,2,2,1997,0,Yes,17.8,Good,448400.0
Los Angeles,Suburb,2077.0,3,3,1979,0,Yes,18.58,Excellent,398200.0
Chicago,Rural,1288.0,2,2,1978,3,Yes,24.71,Good,227600.0
New York,Rural,2757.0,2,2,1957,0,Yes,10.62,Good,476400.0
Chicago,Downtown,3904.0,3,1,1961,3,Yes,6.21,Excellent,666800.0
Chicago,Urban,2515.0,3,1,1990,1,No,6.35,Excellent,478900.0
Houston,Downtown,2680.0,2,1,1975,1,Yes,22.11,Good,460300.0
Chicago,Urban,3054.0,3,3,1999,3,Yes,18.62,Good,580000.0
Chicago,Urban,1485.0,1,3,1951,0,Yes,6.59,Excellent,307800.0
New York,Downtown,3862.0,3,2,2004,1,No,4.78,Excellent,688800.0
Houston,Downtown,2662.0,3,1,2005,2,Yes,4.06,Excellent,502300.0
Phoenix,Urban,2499.0,2,3,1963,3,Yes,19.02,Good,651700.0
New York,Downtown,1914.0,1,3,1955,1,Yes,0.5,Fair,384800.0
New York,Urban,3954.0,4,1,2010,1,No,1.04,Fair,740100.0
Phoenix,Rural,3120.0,4,3,1961,1,Yes,11.99,Fair,579100.0
Chicago,Downtown,2942.0,5,1,1962,2,Yes,20.89,Excellent,517900.0
Los Angeles,Rural,2687.0,3,2,1968,2,No,21.0,Excellent,476500.0
Houston,Suburb,2301.0,3,2,1993,2,Yes,13.19,Good,429900.0
Los Angeles,Rural,3460.0,1,2,2008,0,No,20.89,Good,576100.0
Phoenix,Rural,2612.0,4,1,1986,3,Yes,15.87,Fair,504800.0
New York,Urban,926.0,5,3,1974,0,No,29.32,Good,253100.0
New York,Rural,1606.0,1,2,1965,2,Yes,5.29,Good,281200.0
