House_ID,City,Neighborhood,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Condition,Price
674,Houston,Downtown,3645.0,5,2,2004,0,Yes,16.45,Fair,691600.0
675,New York,Downtown,3365.0,4,2,1972,3,Yes,6.1,Fair,600400.0
676,Phoenix,Urban,1450.0,5,3,1983,1,No,6.01,Good,382700.0
677,Phoenix,Downtown,2998.0,1,3,2018,2,No,17.51,Fair,534400.0
678,Chicago,Urban,3563.0,1,2,1964,2,Yes,20.72,Poor,542700.0
679,Phoenix,Rural,2809.0,1,2,1996,2,Yes,4.05,Good,498100.0
680,Phoenix,Urban,3373.0,1,3,1952,2,No,4.12,Good,563000.0
681,Phoenix,Suburb,4110.0,3,1,1977,0,Yes,17.18,Good,700700.0
682,Phoenix,Urban,3319.0,5,1,1952,0,No,8.47,Fair,606800.0
683,Los Angeles,Suburb,2699.0,2,1,1953,1,No,12.08,Good,472300.0
684,Los Angeles,Urban,3336.0,5,3,1980,1,Yes,12.32,Good,668600.0
685,Chicago,Downtown,2616.0,3,3,1994,1,No,5.77,Poor,525500.0
686,New York,Rural,2519.0,1,1,2008,1,No,0.54,Good,485900.0
687,Phoenix,Suburb,2219.0,3,1,1994,3,No,25.67,Poor,367900.0
688,New York,Urban,2499.0,4,2,1986,1,No,21.59,Excellent,682200.0
689,New York,Urban,1845.0,4,3,2014,2,Yes,20.87,Good,401000.0
690,Chicago,Urban,3726.0,5,3,1958,2,No,16.62,Good,685800.0
691,Phoenix,Downtown,2900.0,5,1,1966,2,No,21.18,Fair,521700.0
692,Phoenix,Downtown,1381.0,2,1,2014,3,No,28.1,Fair,229200.0
693,Houston,Suburb,2794.0,2,3,1952,1,Yes,20.14,Good,486400.0
694,New York,Suburb,820.0,4,2,1975,2,Yes,8.32,Good,223200.0
695,New York,Downtown,3000.0,1,1,2002,2,Yes,17.33,Fair,480500.0
696,Los Angeles,Suburb,3208.0,3,3,1980,2,No,13.55,Poor,578900.0
697,Houston,Rural,2026.0,2,3,1975,2,Yes,16.91,Fair,395500.0
698,Los Angeles,Rural,2599.0,2,2,1972,0,Yes,15.77,Good,451200.0
699,Los Angeles,Downtown,4063.0,1,2,1979,1,Yes,25.83,Fair,598600.0
700,Los Angeles,Suburb,2095.0,1,1,1959,1,No,19.73,Good,313800.0
701,Chicago,Urban,1653.0,5,1,2021,3,Yes,6.07,Fair,375900.0
702,Chicago,Rural,3685.0,3,1,2013,0,Yes,2.36,Good,675100.0
703,Los Angeles,Downtown,4070.0,1,3,1971,3,Yes,13.02,Fair,655200.0
704,Houston,Suburb,2503.0,2,1,1986,2,No,0.96,Good,439400.0
705,New York,Downtown,3309.0,2,3,2005,3,No,9.89,Poor,628300.0
706,Houston,Urban,3573.0,4,1,2023,2,Yes,11.36,Fair,667300.0
707,Phoenix,Rural,1906.0,1,2,1969,2,Yes,11.58,Good,317800.0
708,Chicago,Downtown,2112.0,5,2,1996,1,Yes,29.39,Fair,436400.0
709,New York,Downtown,2499.0,3,3,2002,1,No,9.47,Fair,637000.0
710,New York,Downtown,3848.0,5,2,2002,1,No,8.32,Excellent,741900.0
711,Phoenix,Urban,2950.0,2,3,1950,1,Yes,4.32,Excellent,525700.0
712,Phoenix,Downtown,1796.0,5,3,1951,1,No,15.57,Fair,382400.0
713,Los Angeles,Urban,4090.0,2,2,2007,0,Yes,5.03,Excellent,699100.0
714,Chicago,Urban,2075.0,2,3,1968,1,No,18.68,Good,385200.0
715,Chicago,Urban,2232.0,2,2,2011,3,Yes,5.08,Fair,451800.0
716,Houston,Rural,2774.0,2,1,2021,2,No,17.51,Excellent,490200.0
717,Los Angeles,Rural,2499.0,2,1,1961,1,Yes,24.87,Excellent,578700.0
718,Los Angeles,Downtown,3183.0,4,2,1975,0,No,1.75,Excellent,582500.0
719,Los Angeles,Downtown,2832.0,5,2,1976,3,Yes,12.88,Fair,545400.0
720,Los Angeles,Rural,2871.0,4,2,1978,3,Yes,14.1,Fair,520700.0
721,Chicago,Suburb,2535.0,4,2,1964,2,Yes,23.84,Good,483100.0
722,Chicago,Rural,2947.0,1,1,1995,3,Yes,14.3,Good,478000.0
723,Los Angeles,Urban,517.375,1,3,1950,3,No,17.24,Fair,119400.0
724,Houston,Rural,2263.0,1,3,2009,3,Yes,23.84,Excellent,394100.0
725,New York,Urban,2693.0,3,1,2006,3,No,17.01,Good,492400.0
726,New York,Downtown,1579.0,1,3,1952,0,No,11.07,Good,304500.0
727,Houston,Suburb,2499.0,5,1,1967,2,Yes,3.03,Good,586700.0
728,Los Angeles,Downtown,2336.0,4,3,2001,1,Yes,22.03,Good,463000.0
729,Chicago,Urban,3904.0,5,2,2009,3,Yes,26.2,Poor,721300.0
730,New York,Urban,3758.0,1,2,1983,0,Yes,29.12,Excellent,589100.0
731,Phoenix,Urban,2127.0,3,2,2009,2,No,27.83,Fair,387200.0
732,Phoenix,Suburb,2379.0,3,1,1975,1,No,24.02,Poor,401700.0
733,Houston,Rural,2441.0,4,1,2021,2,No,19.48,Excellent,477800.0
734,Los Angeles,Downtown,2139.0,5,3,1968,0,No,23.55,Excellent,436300.0
735,New York,Downtown,2656.0,2,3,1971,0,Yes,13.25,Excellent,482000.0
736,Los Angeles,Rural,1893.0,5,3,1982,0,No,18.05,Excellent,431800.0
737,New York,Downtown,1596.0,1,1,1986,3,Yes,10.79,Good,321700.0
738,Houston,Suburb,2998.0,2,3,1984,0,Yes,10.14,Excellent,544900.0
739,Houston,Downtown,2499.0,3,2,2016,1,No,22.82,Poor,524000.0
740,Phoenix,Urban,1857.0,4,3,1959,3,No,13.89,Good,399200.0
741,Los Angeles,Rural,3216.0,4,2,1964,2,No,6.76,Good,591600.0
742,Phoenix,Suburb,1995.0,3,1,1960,1,No,6.46,Poor,407700.0
743,Los Angeles,Rural,2703.0,1,2,1973,3,No,25.85,Good,420800.0
744,Phoenix,Suburb,3156.0,3,2,1953,0,No,20.49,Good,537200.0
745,Chicago,Urban,2473.0,1,2,1962,2,Yes,16.61,Good,416100.0
746,Chicago,Rural,2864.0,2,1,2022,0,Yes,12.33,Poor,516300.0
747,Chicago,Downtown,2499.0,3,1,2006,1,Yes,13.21,Excellent,423500.0
748,Chicago,Suburb,2343.0,1,1,1986,1,No,2.19,Fair,423100.0
749,New York,Rural,2335.0,2,1,1997,3,Yes,13.92,Good,449100.0
750,Chicago,Downtown,1903.0,3,3,2020,1,Yes,23.97,Excellent,397300.0
751,Houston,Rural,2359.0,4,1,1950,2,Yes,11.95,Good,457400.0
752,Houston,Rural,1261.0,3,2,1986,3,Yes,11.82,Fair,291000.0
753,New York,Rural,2107.0,5,1,1961,2,Yes,0.96,Poor,477300.0
754,Chicago,Suburb,2272.0,3,3,1970,0,Yes,14.01,Good,435600.0
755,Chicago,Downtown,2295.0,5,3,1960,2,No,1.25,Excellent,527000.0
756,Chicago,Urban,2307.0,2,3,1993,2,No,17.33,Excellent,444300.0
757,Phoenix,Suburb,2451.0,3,2,2007,1,No,15.45,Good,469300.0
758,Los Angeles,Suburb,2884.0,2,1,1993,0,Yes,25.28,Fair,494000.0
759,Phoenix,Suburb,3200.0,2,1,1983,1,No,17.66,Fair,529000.0
760,Los Angeles,Urban,1980.0,1,1,1974,0,No,10.04,Fair,357400.0
761,Chicago,Downtown,1537.0,2,2,1953,0,Yes,15.73,Fair,289300.0
762,Chicago,Downtown,1666.0,2,2,2013,2,No,21.14,Fair,316500.0
763,Phoenix,Downtown,2110.0,3,3,1965,1,Yes,3.27,Fair,440300.0
764,Phoenix,Rural,2218.0,3,3,1959,2,No,18.82,Good,418100.0
765,Los Angeles,Rural,1884.0,4,1,2015,2,Yes,27.54,Fair,361400.0
766,Houston,Rural,1463.0,1,2,1984,2,Yes,9.32,Good,284300.0
767,Los Angeles,Urban,2499.0,2,2,1955,0,No,18.99,Excellent,373800.0
768,Phoenix,Rural,2645.0,1,1,1968,1,Yes,24.73,Good,367500.0
769,Phoenix,Urban,2976.0,5,1,2008,1,No,15.6,Good,579700.0
770,New York,Downtown,2054.0,2,3,2002,2,Yes,21.68,Good,399900.0
771,Phoenix,Rural,2170.0,1,3,1957,0,No,9.67,Fair,409400.0
772,New York,Rural,1759.0,4,3,1959,1,No,9.53,Poor,368700.0
773,Houston,Suburb,2475.0,4,1,2016,3,Yes,20.19,Poor,456600.0
774,Los Angeles,Urban,1821.0,2,1,1987,1,No,21.31,Fair,320200.0
775,Los Angeles,Downtown,2959.0,5,3,1978,2,No,28.14,Good,548900.0
776,New York,Suburb,1071.0,4,3,1964,3,No,7.13,Excellent,273500.0
777,Los Angeles,Suburb,2212.0,4,2,1972,0,Yes,14.31,Excellent,431000.0
778,Phoenix,Downtown,2741.0,5,2,1995,3,Yes,7.89,Poor,555500.0
779,Chicago,Suburb,2499.0,1,3,1977,3,No,2.86,Excellent,467600.0
780,New York,Urban,4462.375,4,3,1975,2,No,12.4,Fair,808500.0
781,Los Angeles,Urban,2780.0,3,2,1959,1,Yes,11.54,Excellent,499600.0
782,New York,Rural,2499.0,4,3,1996,0,Yes,8.48,Fair,376900.0
783,New York,Suburb,2424.0,1,2,1953,3,No,9.26,Poor,387600.0
784,Chicago,Rural,1079.0,1,2,1986,2,Yes,11.13,Fair,230700.0
785,Phoenix,Suburb,2436.0,2,2,2015,1,Yes,29.67,Excellent,444100.0
786,New York,Urban,1834.0,3,1,2016,3,No,23.6,Fair,359900.0
787,Los Angeles,Urban,3232.0,1,1,1956,2,Yes,2.61,Fair,548900.0
788,Houston,Urban,2060.0,5,3,1986,2,Yes,26.24,Excellent,414400.0
789,New York,Suburb,2407.0,3,2,1986,2,Yes,19.18,Excellent,419600.0
790,New York,Urban,1992.0,3,1,2023,0,No,26.77,Poor,369900.0
791,Chicago,Suburb,3891.0,5,3,1968,1,Yes,10.58,Good,742000.0
792,Phoenix,Rural,2243.0,4,3,1977,3,No,14.2,Fair,469100.0
793,Houston,Suburb,3966.0,5,3,1977,1,Yes,26.94,Fair,692400.0
794,Los Angeles,Rural,3151.0,5,3,1968,1,Yes,8.54,Good,639600.0
795,Houston,Suburb,2886.0,4,3,1969,3,No,27.51,Good,524200.0
796,Los Angeles,Rural,2795.0,4,2,1962,1,No,24.94,Good,510000.0
797,Phoenix,Urban,2815.0,4,3,1992,0,No,29.43,Good,513300.0
798,Los Angeles,Rural,958.0,4,2,1960,3,No,10.07,Good,228400.0
799,Chicago,Urban,2277.0,4,1,1997,3,Yes,7.45,Good,470800.0
800,Chicago,Urban,3176.0,5,3,1964,2,No,10.26,Good,627900.0
801,Chicago,Rural,2461.0,2,1,1966,1,No,28.66,Good,369100.0
802,Chicago,Suburb,1376.0,2,2,2003,3,No,10.33,Fair,285200.0
803,Houston,Suburb,2458.0,1,2,1999,3,Yes,17.17,Good,432200.0
804,Phoenix,Downtown,3863.0,2,1,1977,0,Yes,12.41,Good,639200.0
805,Los Angeles,Suburb,3498.0,2,3,1953,2,No,12.19,Good,607300.0
806,Los Angeles,Downtown,2450.0,5,3,1971,3,No,6.2,Good,515700.0
807,Chicago,Suburb,3261.0,4,1,1988,0,No,16.34,Fair,604800.0
808,Chicago,Suburb,2207.0,4,1,1983,3,No,25.56,Good,402800.0
809,New York,Urban,2499.0,5,1,1993,3,Yes,1.96,Fair,280600.0
810,Phoenix,Downtown,1760.0,2,3,1991,3,No,26.73,Excellent,330600.0
811,Houston,Suburb,3750.0,5,3,1989,0,Yes,20.13,Good,708800.0
812,Los Angeles,Downtown,2281.0,1,3,1961,1,No,18.69,Fair,392700.0
813,New York,Urban,2305.0,4,1,1951,3,No,18.96,Good,409900.0
814,New York,Urban,2260.0,3,3,1977,3,Yes,9.24,Excellent,422700.0
815,Los Angeles,Downtown,4023.0,1,2,2023,1,No,12.75,Fair,667700.0
816,Houston,Urban,3801.0,1,1,2016,3,No,24.08,Good,594700.0
817,New York,Rural,4275.0,5,3,2020,2,No,9.54,Good,805300.0
818,New York,Rural,2373.0,2,1,2021,3,No,14.37,Good,439900.0
819,Phoenix,Urban,2736.0,4,2,1959,2,Yes,1.08,Fair,530700.0
820,Houston,Rural,1287.0,3,2,2006,1,No,22.14,Good,300500.0
821,New York,Suburb,3682.0,1,1,1986,0,No,12.82,Excellent,589300.0
822,Houston,Downtown,1566.0,3,1,2013,1,Yes,16.0,Excellent,340600.0
823,Los Angeles,Suburb,2673.0,2,2,1989,3,No,3.88,Good,498900.0
824,Chicago,Downtown,1622.0,2,1,2009,2,Yes,29.76,Excellent,285200.0
825,New York,Urban,2029.0,3,2,1997,0,No,9.42,Good,401800.0
826,Phoenix,Suburb,1830.0,4,2,1968,3,No,19.23,Good,347800.0
827,Los Angeles,Urban,2014.0,2,3,1986,0,No,17.65,Good,399200.0
828,Houston,Urban,2069.0,3,1,1982,0,Yes,23.66,Fair,392300.0
829,Los Angeles,Downtown,2061.0,1,1,1993,3,Yes,9.17,Good,353400.0
830,New York,Downtown,3167.0,3,3,1986,1,No,22.8,Good,556200.0
831,Houston,Downtown,1616.0,3,2,1985,3,Yes,11.78,Excellent,336800.0
832,Chicago,Suburb,2676.0,5,1,1970,3,No,12.63,Good,540700.0
833,Los Angeles,Rural,3474.0,2,3,1951,1,Yes,20.35,Good,590700.0
834,New York,Downtown,2089.0,4,3,1980,2,No,23.64,Fair,437300.0
835,Phoenix,Downtown,1926.0,4,1,1979,3,Yes,20.17,Fair,341400.0
836,Houston,Suburb,2316.0,5,3,1993,0,No,27.05,Fair,460400.0
837,Los Angeles,Downtown,3444.0,4,2,1961,3,Yes,8.91,Good,615400.0
838,Los Angeles,Suburb,2655.0,3,3,1986,3,Yes,27.07,Fair,504200.0
839,Chicago,Urban,2075.0,5,2,1998,0,Yes,4.36,Good,479400.0
840,Chicago,Downtown,2887.0,1,2,1973,1,Yes,19.96,Fair,483500.0
841,Phoenix,Downtown,1618.0,2,1,1986,2,No,16.66,Good,260700.0
842,Phoenix,Urban,3045.0,2,3,2009,2,No,15.09,Excellent,570700.0
843,New York,Urban,2827.0,2,2,1960,0,Yes,9.67,Good,502600.0
844,New York,Urban,2254.0,3,2,1962,1,No,15.36,Fair,402500.0
845,Phoenix,Downtown,1829.0,1,3,2021,3,Yes,5.27,Good,374400.0
846,Phoenix,Rural,1791.0,5,2,2023,3,No,11.39,Fair,412000.0
847,Houston,Rural,2928.0,5,3,2021,3,Yes,3.41,Fair,624400.0
848,Chicago,Rural,3483.0,2,1,2013,3,No,17.37,Fair,594000.0
849,New York,Downtown,1990.0,1,2,1969,3,No,3.33,Fair,385400.0
850,Chicago,Urban,2867.0,1,2,2021,0,Yes,5.23,Fair,504000.0
851,Chicago,Downtown,830.0,1,3,2022,3,Yes,3.02,Fair,225400.0
852,Phoenix,Urban,2032.0,4,3,2020,3,Yes,11.75,Fair,437800.0
853,Houston,Downtown,2475.0,4,3,1977,1,Yes,25.34,Good,483600.0
854,Los Angeles,Downtown,1772.0,2,3,1951,3,Yes,27.25,Excellent,286200.0
855,Houston,Urban,1751.0,1,2,1992,2,No,2.62,Excellent,344100.0
856,Houston,Rural,1966.0,1,1,1957,0,Yes,19.22,Poor,289600.0
857,Chicago,Urban,2734.0,5,1,1962,0,No,20.69,Good,503400.0
858,Houston,Suburb,2350.0,5,1,1984,0,Yes,16.25,Excellent,482300.0
859,New York,Suburb,709.0,2,1,1972,2,No,20.18,Fair,137300.0
860,Chicago,Urban,803.0,1,3,1995,3,No,7.39,Excellent,209500.0
861,New York,Downtown,2015.0,2,2,1964,0,Yes,14.94,Good,349000.0
862,Los Angeles,Suburb,2866.0,5,2,1951,2,Yes,12.03,Excellent,547700.0
863,Chicago,Suburb,517.375,5,2,2010,1,No,3.15,Excellent,188600.0
864,Los Angeles,Downtown,2100.0,4,3,2013,3,No,18.95,Good,457200.0
865,Chicago,Downtown,2079.0,2,2,2001,2,Yes,15.11,Good,383900.0
866,Phoenix,Rural,3611.0,2,3,1985,3,No,8.62,Fair,636800.0
867,Houston,Downtown,2192.0,1,2,2016,1,No,14.47,Fair,396900.0
868,Phoenix,Urban,2806.0,1,1,2018,2,No,23.37,Good,426700.0
869,Los Angeles,Urban,2613.0,4,3,2016,3,No,24.15,Fair,504300.0
870,Houston,Rural,796.0,3,2,1996,2,No,19.66,Fair,208100.0
871,Chicago,Suburb,3115.0,3,1,1951,0,No,14.3,Fair,524800.0
872,Houston,Suburb,2672.0,3,1,1993,3,Yes,17.48,Excellent,508000.0
873,New York,Downtown,2907.0,2,1,2013,2,Yes,11.86,Poor,530700.0
874,Houston,Urban,4462.375,2,3,1977,0,Yes,4.23,Fair,813550.0
875,New York,Suburb,833.0,5,3,2003,1,Yes,11.88,Good,270400.0
876,Houston,Rural,3880.0,2,2,2023,3,No,16.14,Good,661800.0
877,New York,Rural,2270.0,2,1,2016,3,Yes,18.17,Fair,415000.0
878,Los Angeles,Urban,2730.0,2,2,1985,1,No,28.11,Excellent,454900.0
879,Phoenix,Rural,2464.0,4,2,2012,0,No,23.43,Good,495900.0
880,Chicago,Rural,2161.0,2,1,1974,1,Yes,4.98,Good,395200.0
881,Houston,Urban,2044.0,1,2,1997,3,Yes,5.64,Poor,383600.0
882,Phoenix,Downtown,2764.0,1,3,1988,2,No,3.46,Good,529000.0
883,Chicago,Downtown,1286.0,5,2,1996,0,Yes,22.28,Excellent,297900.0
884,Chicago,Rural,3100.0,4,1,1970,0,Yes,21.33,Fair,566300.0
885,New York,Downtown,2167.0,1,3,1979,0,No,29.6,Fair,369900.0
886,Los Angeles,Downtown,1596.0,4,3,1980,1,No,15.9,Poor,409100.0
887,Los Angeles,Rural,2140.0,4,2,1975,1,No,24.88,Excellent,396200.0
888,Phoenix,Downtown,3506.0,5,2,1971,2,No,17.5,Poor,668800.0
889,Los Angeles,Rural,2072.0,4,3,1970,2,No,26.29,Excellent,408200.0
890,Houston,Suburb,2787.0,2,2,1950,0,No,21.77,Fair,454700.0
891,Los Angeles,Urban,1915.0,4,1,1986,2,Yes,19.47,Good,378900.0
892,Phoenix,Urban,3106.0,5,2,1995,1,Yes,17.17,Good,598900.0
893,Los Angeles,Downtown,3048.0,5,2,1958,2,Yes,21.83,Fair,548900.0
894,Houston,Downtown,3979.0,5,3,1966,1,No,12.88,Good,735100.0
895,New York,Downtown,2360.0,1,2,1996,2,No,3.35,Fair,437900.0
896,Phoenix,Urban,3035.0,2,2,2008,3,Yes,1.68,Poor,557500.0
897,New York,Suburb,2578.0,1,2,2003,1,Yes,14.63,Excellent,455000.0
898,New York,Suburb,3537.0,3,1,1961,3,Yes,18.18,Poor,583300.0
899,New York,Urban,1925.0,2,2,2013,1,No,2.83,Good,404500.0
900,Chicago,Suburb,3096.0,4,1,1955,2,Yes,8.96,Fair,562000.0
901,Chicago,Urban,2344.0,5,1,2002,3,Yes,10.0,Fair,492400.0
902,New York,Suburb,2449.0,3,1,1965,2,Yes,17.1,Good,408400.0
903,Phoenix,Rural,2573.0,2,1,1954,1,No,8.72,Good,455000.0
904,Houston,Rural,2702.0,1,3,2022,3,Yes,3.32,Fair,499700.0
905,Houston,Urban,2407.0,5,1,1995,0,Yes,5.36,Good,498000.0
906,Los Angeles,Suburb,2672.0,1,2,1963,2,No,5.63,Fair,449400.0
907,Phoenix,Downtown,3762.0,2,1,1993,1,No,25.36,Excellent,604200.0
908,Chicago,Suburb,3288.0,2,2,2012,3,No,8.89,Fair,587800.0
909,New York,Rural,3195.0,3,1,2001,2,No,21.58,Fair,559400.0
910,Los Angeles,Rural,2136.0,4,3,1975,3,No,17.25,Good,437100.0
911,Houston,Suburb,1789.0,1,1,2002,2,Yes,29.32,Poor,277800.0
912,Chicago,Suburb,3264.0,3,1,1978,2,Yes,8.55,Fair,547500.0
913,Chicago,Downtown,3201.0,5,3,1968,2,No,5.17,Fair,650100.0
914,New York,Downtown,3678.0,4,1,1996,3,No,2.04,Excellent,686400.0
915,Houston,Suburb,2017.0,3,2,1957,3,No,7.61,Excellent,407700.0
916,Phoenix,Suburb,2316.0,1,1,1972,2,No,20.68,Good,362300.0
917,Chicago,Suburb,1188.0,2,1,1984,0,Yes,3.02,Good,262500.0
918,New York,Suburb,2186.0,5,1,2002,0,Yes,7.72,Good,456700.0
919,Phoenix,Urban,3297.0,1,3,2007,0,No,25.73,Good,538400.0
920,Houston,Suburb,2127.0,4,1,1954,1,No,17.7,Fair,389400.0
921,Chicago,Downtown,3012.0,4,1,1965,0,No,2.55,Excellent,576000.0
922,Phoenix,Rural,2348.0,2,2,1966,3,No,1.91,Fair,435300.0
923,Phoenix,Urban,2759.0,2,1,1981,0,Yes,2.3,Fair,491900.0
924,Phoenix,Suburb,1582.0,5,1,2001,3,No,28.29,Excellent,337900.0
925,Chicago,Rural,2568.0,5,1,1969,1,No,25.57,Good,471900.0
926,Chicago,Urban,517.375,2,1,2015,3,Yes,25.43,Poor,114750.0
927,Los Angeles,Rural,2350.0,2,2,1950,3,No,27.76,Poor,368800.0
928,Houston,Suburb,1196.0,4,2,2007,3,Yes,15.41,Good,301600.0
929,New York,Suburb,3465.0,2,3,1993,0,No,7.8,Good,630800.0
930,Phoenix,Downtown,3122.0,3,1,1955,2,No,12.34,Good,509500.0
931,Los Angeles,Suburb,2873.0,1,3,1999,3,Yes,21.71,Fair,494000.0
932,New York,Suburb,3717.0,2,3,2021,0,No,26.34,Excellent,658500.0
933,Los Angeles,Urban,1741.0,5,1,1969,0,Yes,13.34,Fair,366700.0
934,Chicago,Downtown,3898.0,3,2,1963,0,Yes,16.29,Good,645300.0
935,Phoenix,Urban,3246.0,5,2,1954,2,Yes,27.99,Good,582900.0
936,New York,Rural,2311.0,3,1,1990,2,No,3.67,Fair,450000.0
937,New York,Suburb,3408.0,2,1,1989,2,No,25.94,Fair,569700.0
938,New York,Rural,1615.0,1,2,1983,2,Yes,5.2,Excellent,317900.0
939,New York,Urban,1840.0,5,1,1994,1,No,14.77,Excellent,382300.0
940,New York,Suburb,2013.0,3,1,2020,2,No,6.94,Fair,396200.0
941,Los Angeles,Suburb,2077.0,4,1,2020,2,No,18.29,Excellent,430900.0
942,Phoenix,Urban,1655.0,2,2,1976,2,Yes,16.98,Fair,315600.0
943,Chicago,Urban,2499.0,1,3,1993,3,Yes,11.71,Good,596900.0
944,Chicago,Urban,2293.0,2,3,1982,3,No,25.97,Poor,408600.0
945,Chicago,Urban,2782.0,4,1,1982,2,Yes,19.96,Excellent,508000.0
946,Chicago,Urban,2044.0,1,2,1993,1,No,21.78,Poor,353100.0
947,Los Angeles,Suburb,1044.0,4,1,1969,3,No,4.94,Good,241600.0
948,Houston,Urban,2716.0,2,2,1985,0,No,26.55,Good,473100.0
949,Phoenix,Suburb,970.0,3,1,1956,3,Yes,5.43,Fair,244900.0
950,New York,Suburb,2445.0,2,2,1981,0,Yes,7.07,Good,478300.0
951,Houston,Urban,1405.0,2,2,2016,3,No,4.28,Poor,342100.0
952,Chicago,Urban,4090.0,2,3,1988,2,Yes,13.49,Good,724900.0
953,Houston,Downtown,3229.0,5,1,1973,3,No,26.69,Fair,566200.0
954,Phoenix,Suburb,2585.0,4,3,2019,2,Yes,7.95,Good,548900.0
955,New York,Urban,3511.0,4,3,2003,2,Yes,11.53,Excellent,685600.0
956,New York,Urban,2499.0,4,2,1987,3,Yes,25.46,Fair,337000.0
957,Phoenix,Urban,2935.0,5,1,2023,0,No,18.73,Poor,564000.0
958,Phoenix,Downtown,2660.0,3,2,1981,0,No,22.67,Good,446600.0
959,Chicago,Downtown,2711.0,2,2,1994,3,No,6.81,Good,502200.0
960,New York,Rural,3518.0,3,2,2010,2,Yes,21.64,Excellent,636400.0
961,Houston,Suburb,3086.0,5,1,2019,0,No,7.21,Fair,611300.0
962,Los Angeles,Rural,2731.0,4,1,2002,1,No,29.63,Fair,475900.0
963,Los Angeles,Urban,1176.0,2,2,2000,2,No,17.02,Excellent,254600.0
964,Phoenix,Downtown,1732.0,1,1,2005,3,No,21.02,Excellent,299400.0
965,Chicago,Downtown,2402.0,1,2,1976,2,Yes,3.99,Good,435600.0
966,Los Angeles,Rural,2575.0,3,1,1987,1,Yes,7.89,Fair,458700.0
967,New York,Downtown,1596.0,4,1,2011,1,No,4.62,Fair,372300.0
968,Phoenix,Urban,4429.0,1,3,1967,0,Yes,12.01,Fair,729600.0
969,Houston,Downtown,3713.0,3,2,2013,1,Yes,8.88,Excellent,687900.0
970,Phoenix,Rural,2982.0,5,3,1979,2,Yes,22.12,Fair,574400.0
971,Houston,Urban,2558.0,3,3,1998,0,Yes,3.71,Good,547900.0
972,Phoenix,Rural,2330.0,3,2,1986,1,Yes,22.69,Good,428400.0
973,Phoenix,Downtown,1738.0,3,2,1962,0,No,1.85,Fair,358800.0
974,Phoenix,Rural,2562.0,2,1,1983,0,Yes,6.46,Fair,440800.0
975,Houston,Rural,2706.0,3,2,1974,3,No,23.86,Good,465500.0
976,Houston,Suburb,1507.0,3,3,2015,0,No,22.41,Fair,319700.0
977,Phoenix,Downtown,2767.0,2,3,1967,0,No,14.55,Fair,490100.0
978,Los Angeles,Downtown,2376.0,2,2,1954,1,Yes,1.97,Fair,462800.0
979,Chicago,Rural,974.0,5,3,1968,2,Yes,18.49,Excellent,254200.0
980,Chicago,Suburb,1812.0,4,1,1991,2,Yes,12.5,Excellent,354500.0
981,Chicago,Downtown,2499.0,1,3,1967,1,Yes,9.84,Good,388700.0
982,Houston,Urban,4010.0,1,1,1981,2,No,19.39,Good,605800.0
983,Houston,Rural,2945.0,3,3,1970,0,No,13.38,Good,528300.0
984,Los Angeles,Downtown,1432.0,5,1,1959,3,No,3.23,Good,345900.0
985,Chicago,Urban,2889.0,3,1,1986,0,Yes,27.52,Excellent,483500.0
986,Chicago,Downtown,1262.0,1,2,1998,0,No,23.47,Good,235900.0
987,Phoenix,Urban,3366.0,2,1,1962,3,No,2.16,Poor,583400.0
988,Houston,Rural,2123.0,4,2,2004,1,No,15.99,Excellent,456600.0
989,Chicago,Downtown,2425.0,5,3,1966,0,Yes,2.96,Good,529500.0
990,Los Angeles,Downtown,3561.0,2,3,1958,0,No,25.2,Fair,603800.0
991,Los Angeles,Suburb,2499.0,4,3,1993,1,No,18.58,Excellent,344400.0
992,Chicago,Rural,2499.0,5,1,1995,0,Yes,5.59,Fair,352500.0
993,Houston,Urban,2033.0,5,3,1957,0,No,1.11,Fair,469900.0
994,Los Angeles,Downtown,3331.0,1,3,1986,2,Yes,1.43,Good,597100.0
995,Phoenix,Downtown,1285.0,2,2,1968,1,No,15.47,Fair,256900.0
996,Los Angeles,Urban,517.375,5,2,2012,0,Yes,22.16,Good,192100.0
997,New York,Rural,2139.0,5,3,1995,0,Yes,4.06,Fair,503700.0
998,New York,Suburb,2941.0,4,3,2020,3,Yes,7.03,Fair,593400.0
999,Houston,Suburb,3460.0,1,1,1975,3,No,10.15,Good,594400.0
1000,Chicago,Downtown,2129.0,3,1,1995,3,No,6.93,Good,410300.0
1001,Houston,Urban,2171.0,1,3,1995,0,Yes,12.04,Fair,402000.0
1002,Houston,Downtown,3423.0,3,2,1963,0,Yes,17.01,Excellent,576500.0
1003,Houston,Urban,1004.0,2,3,2012,3,Yes,20.71,Good,248900.0
1004,Houston,Suburb,2189.0,2,1,2021,2,Yes,28.93,Fair,399300.0
1005,Phoenix,Rural,2652.0,5,2,1952,2,Yes,27.96,Fair,463500.0
1006,Phoenix,Urban,2859.0,2,2,1977,2,Yes,17.32,Excellent,486500.0
1007,Los Angeles,Suburb,2092.0,5,1,1978,2,Yes,22.16,Good,428200.0
1008,New York,Downtown,2528.0,1,3,1967,1,Yes,28.55,Fair,392700.0
1009,Houston,Urban,517.375,2,3,1984,3,Yes,2.96,Fair,194000.0
